景点中文名称,景点英文名称,攻略数量,点评数量,景点地点,景点排名,驴友数量,景点简介
外研社分级阅读馆(天府新区翡翠公园万科里店),,13,9,成都,527,0%,草原上的帐篷，点点星光，夜晚的灯塔。
袍哥楼,,13,9,大邑,456,0%,山顶的日出，阳光洒满大地，希望的光芒。
苔古园,,13,9,成都,429,0%,山顶的日出，阳光洒满大地，希望的光芒。
徐子昌旧居,,13,9,成都,429,0%,露天音乐会，音乐与自然的融合，激动人心。
东方艺术博物馆,,13,9,成都,437,0%,海滨的日出，海平面上升起的太阳，光彩夺目。
落池塘,,13,9,都江堰,786,0%,花园中的蝴蝶，翩翩起舞，色彩斑斓。
哼哈嗨乐园,,13,9,成都,729,0%,沙漠中的绿洲，如同沙海中的明珠，珍贵而美丽。
杜甫千诗碑,,13,9,成都,646,0%,雪后山村，银装素裹，一片宁静。
成都市龙泉驿区实验小学校乡村学校少年宫,,13,9,成都,476,0%,夜晚的露营地，篝火晚会，温馨而快乐。
乡春谷农业体验园,,13,9,成都,418,0%,雨中的城市，清新而湿润，洗净尘埃。
九两桃花,,13,9,成都,653,0%,野外的篝火，照亮了夜空，温暖伴随。
幸福摩天轮,,13,9,成都,578,0%,夜晚的星空，闪烁的星星，璀璨如梦。
武侯区清水河公园-蜀街牌坊,,13,8,成都,667,0%,滨海的摩天轮，高高在上，俯瞰海景。
存梅亭,,13,8,成都,705,0%,雨后的彩虹桥，连接着两岸，象征着希望。
竹刻工坊,,13,8,成都,905,0%,秋天的田野，稻谷泛黄，金色的波浪。
温江蓉蓉图书阅览室,,13,8,成都,704,0%,夕阳下的河畔，金色的光线，如诗如画。
黄龙古城,,13,7,成都,828,0%,秋风的午后，微风送爽，落叶飘飘。
蟠桃园,,13,6,成都,792,0%,远行的船只，在海的尽头消失，留下一片梦幻。
之园知园,,13,6,成都,558,0%,炊烟袅袅，升起在清晨的乡村，带来家的味道。
历千万,,13,6,成都,421,0%,山顶的石碑，记录着历史的痕迹，坚固耐久。
经堂,,13,6,大邑,392,0%,潺潺的溪流，穿过森林，流向远方的海洋。
弥陀庵,,13,6,邛崃,874,0%,露珠在花瓣上滚动，晶莹剔透，犹如珍珠。
森活露营基地,,13,6,崇州,647,0%,雪中的松树，枝头挂满雪花，银白世界。
麓湖CPI,,13,5,成都,629,0%,星光点点，夜空深邃，宁静而深远。
宝光禅院-客堂,,13,5,成都,594,0%,夜晚的露营地，篝火晚会，温馨而快乐。
倒靴石,,13,5,邛崃,932,0%,夜晚的海滩，海浪拍打，潮声阵阵。
爽心榭,,13,5,崇州,383,0%,湖泊的早晨，轻雾缭绕，宁静致远。
小姐住房,,13,5,大邑,928,0%,山林中的小屋，宁静祥和，逃离都市的喧嚣。
华兴街社区综合文化活动室,,13,5,成都,500,0%,夜幕下的城市，灯火辉煌，繁星似的街灯。
蜂蝶谷,,13,4,蒲江,920,0%,露天音乐会，音乐与自然的融合，激动人心。
正厅,,13,4,大邑,358,0%,夜晚的城市公园，灯光与夜色交织，美轮美奂。
山涧营地,,13,4,成都,672,0%,秋风的午后，微风送爽，落叶飘飘。
三人堂书法院,,13,4,成都,359,0%,湖边的垂柳，姿态优美，添了几分诗意。
沙河公园沙河客家景点,,13,4,成都,850,0%,秋季的登山，攀登高峰，俯瞰世界。
南岳寺,,13,4,崇州,840,0%,山顶的云海，云蒸霞蔚，如在仙境。
子龙庙,Temple of Zhao Zilong,13,3,大邑,6,0%,潮湿的雨林中，瀑布轰鸣，水汽弥漫。
虞美人花海,,13,3,成都,837,0%,草原上的野花开遍了每一个角落，如同大地的织锦。
外研社分级阅读馆(MKL生活美学中心店),,13,3,成都,573,0%,冬日的暖阳，温暖而宁静，慵懒地洒在地上。
青城山味江陵园(马家花园路),,13,3,成都,692,0%,秋天的公园，银杏叶黄，铺满一地黄金。
冰雪岛,,13,3,成都,847,0%,春天的花丛，花香袭人，色彩斑斓。
道教文化陈列馆,,13,3,成都,758,0%,雨后的林间，空气清新，山色更翠。
回龙庵,,13,3,彭州,491,0%,海边的晚霞，晚霞映红了整个天空，美轮美奂。
古驿岁月,,13,3,成都,325,0%,秋天的田野，稻谷泛黄，金色的波浪。
街市风情,,13,3,邛崃,509,0%,梅雨季节的竹林，绿意盎然，雨滴点点。
风尚惠合艺术馆,,13,3,成都,947,0%,夜晚的海滩，海浪拍打，潮声阵阵。
新都区桂湖街道基督教临时活动地点,,13,2,成都,727,0%,春日的樱花，粉嫩花瓣，如云似霞。
孔子牛拉车塑像,,13,2,成都,958,0%,早晨的阳光穿透雾气，照亮了整个山谷。
安仁古镇-观光车庄园街站,,13,2,大邑,366,0%,春天的田野，绿草如茵，花开满野。
宝山塔陵园,,13,2,都江堰,326,0%,雨后的山谷，清新脱俗，空气湿润。
万科高线公园光之洲,,13,2,成都,708,0%,夏日的湖边，嬉戏的儿童，欢乐的声音。
金沙滨河公园2期,,13,2,成都,687,0%,雨后的彩虹，横跨天际，绚烂夺目。
生态池塘,,13,2,成都,381,0%,海边的烧烤，美味与欢声笑语，美好的夜晚。
雅潭闻古景区,,13,2,邛崃,751,0%,林间小路，光影斑驳，仿佛通往未知的世界。
头沟,Tougou,13,1,金堂,850,0%,雨中的城市，街道映着灯光，梦幻般的美。
成都考古中心,,13,1,成都,580,0%,高山的夜晚，繁星点点，宁静致远。
米诺公园,,13,1,成都,794,0%,丘陵上的风车，随风旋转，景色独特。
四川成都环保产业博览会,,13,1,成都,868,0%,森林的小径，幽静而神秘，探索的乐趣。
文殊院供灯祈福亭,,13,1,成都,308,0%,山顶的日出，阳光洒满大地，希望的光芒。
云楼,,13,1,都江堰,536,0%,繁花似锦的春天，生机勃勃，如诗如画。
西岭雪山,Xiling Snow Mountain,12,2417,大邑,1,2%,距离成都市区非常近的雪山，景色壮美，还有众多的雪上游乐项目。
安澜桥,Anlan Cable Bridge,12,509,都江堰,43,1%,横跨在都江堰内江和外江的分水处，走在桥面上，摇摇晃晃很刺激。
都江堰景区鱼嘴分水堤,Dujiangyan Fish-mouth Water-dividing Dike,12,200,都江堰,31,2%,用鹅卵石堆砌的像鱼的嘴一样的大坝，是都江堰最重要的部分。
成都当代美术馆,Chengdu Contemporary Art Museum,12,73,成都,152,0%,沙滩上的晚霞，晚霞映红了整个天空，美轮美奂。
老君山,Xinjin Laojun Mountain,12,52,成都,5,0%,川西的道教圣地，每年都有盛大的老君庙会。
祖师殿,Hall of Patriarch,12,31,都江堰,2,0%,殿内供奉着道教中的真武大帝、东岳大帝、吕洞宾和张三丰塑像。
云顶石城,Yunding Stone Wall,12,27,金堂,4,0%,湖光山色，风景如画，美不胜收。
耍都文化广场,,12,22,成都,99,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
两河城市森林公园,Intangible Cultural Heritage National Park,12,18,成都,257,0%,雨后的山林，空气清新，山色更加青翠。
三昧水,Sanweishui Scenic Resort,12,17,彭州,6,0%,夕阳下的河畔，金色的光线，如诗如画。
杏屿溪涧,,12,15,都江堰,704,0%,晨光中的湖畔，湖面波光粼粼，宁静致远。
重走长征路,,12,15,成都,864,0%,春天的花丛，花香袭人，色彩斑斓。
苍溪县永宁镇聚龙玫瑰园,,12,15,成都,640,0%,沙漠中的绿洲，生机勃勃，绿意盎然。
鹤鸣湖,,12,15,都江堰,920,0%,星光点点，夜空深邃，宁静而深远。
迪乐尼儿童乐园(正兴街店),,12,15,成都,993,0%,滨海的旅游小镇，悠闲的生活，海的味道。
天天杠上花,,12,14,金堂,337,0%,草原上的帐篷，点点星光，夜晚的灯塔。
都江堰中华大熊猫苑蝶泉园,,12,14,都江堰,425,0%,夜晚的星空，满天星斗，宁静深远。
蒲江河,,12,14,蒲江,537,0%,农村的晨曦，炊烟袅袅，生活的味道。
郫都区湿地公园,,12,14,成都,529,0%,雨后的林间，空气清新，山色更翠。
太空家园馆,,12,14,成都,701,0%,夕阳下的河畔，金色的光线，如诗如画。
耕读传家,,12,13,成都,646,0%,春天的田野，绿草如茵，花开满野。
东方德韵中老年文娱中心,,12,13,成都,408,0%,沙漠的日落，天边一抹残阳，如火如血。
杨慎雕塑,,12,13,成都,637,0%,寒冷的冬天，温暖的火炉，家的温馨。
邓家祠堂,,12,13,成都,872,0%,夜晚的城市，高楼大厦，灯火通明。
双流区王光美纪念馆,,12,12,成都,333,0%,河流的倒影，如同绘画，美不胜收。
虫二亭,,12,12,蒲江,383,0%,高原的湖泊，湛蓝如宝石，清澈见底。
龙钰博物馆,,12,12,成都,840,0%,清晨的露水闪烁着光芒，如同镶嵌在绿叶上的珍珠。
海盗船,,12,12,成都,761,0%,日出东海，晚归山色，美不胜收。
炳灵庙,,12,12,金堂,681,0%,河畔的春天，绿树成荫，鸟语花香。
波痕石,,12,12,邛崃,715,0%,晚风轻拂，湖面泛起层层波纹，如梦似幻。
同心观景台,,12,11,都江堰,959,0%,山间的小溪，潺潺流水，清澈见底。
振大体育公园,,12,11,成都,867,0%,晨跑的小道，清新的空气，充满活力。
龙泉驿区基督教大面福音堂,,12,11,成都,859,0%,滑雪场的冬日，雪地里的速度与激情，寒冷中的热情。
民风廊,,12,11,成都,322,0%,冬季的林道，雪花飘飘，寒风凛冽。
蔡伦像,,12,11,邛崃,810,0%,沙漠的日落，天边一抹残阳，如火如血。
沙杏亭,,12,11,成都,602,0%,露珠在花瓣上滚动，晶莹剔透，犹如珍珠。
麓湖寻麓书馆,,12,11,成都,458,0%,高山上的日落，晚霞如火，壮丽无比。
成都市第一军队离退休干部休养所,,12,10,成都,584,0%,晨光中的湖畔，湖面波光粼粼，宁静致远。
海龙门,,12,10,大邑,409,0%,山间的云雾，缥缈间，仿佛仙境。
红军长征小道,,12,10,邛崃,631,0%,梦幻的海岛，碧海蓝天，美不胜收。
水禽湖,,12,10,成都,954,0%,春天的田野，绿草如茵，花开满野。
海蒂的花园图书馆,,12,10,成都,360,0%,高山之巅，空气清新，视野开阔。
滚子坝水库,,12,9,金堂,909,0%,山间的云雾，缥缈间，仿佛仙境。
龙泉十陵店,,12,9,成都,601,0%,秋天的果实，硕果累累，丰收的喜悦。
举义亭,,12,9,都江堰,643,0%,夏夜星空，繁星点点，如梦如幻。
观音庙,,12,9,都江堰,828,0%,夜晚的海滩，海浪拍打，潮声阵阵。
白鹿森林公园,Bailu Forest Park,12,8,彭州,5,0%,湖光山色，风景如画，美不胜收。
西华大学凤凰学院(古城校区)图书馆,,12,8,成都,479,0%,冬季的松林，雪花覆盖，一片银白。
梦幻儿童乐园,,12,8,成都,952,0%,密林深处的小溪，静静流淌，清澈见底。
子美苑,,12,7,成都,647,0%,秋日的林间小路，落叶铺满，黄金大道。
金韵亭,,12,7,成都,816,0%,山谷间的回声，如同古老的歌谣，回荡在空中。
淮州新城国际会展中心,,12,7,金堂,418,0%,春日的樱花，粉嫩花瓣，如云似霞。
洱海,,12,6,大邑,490,0%,晨曦初露，万物复苏，鸟语花香。
成都动物园-小熊猫,,12,6,成都,936,0%,梦幻的海岛，碧海蓝天，美不胜收。
甲第少年,,12,6,成都,593,0%,草原上的帐篷，点点星光，夜晚的灯塔。
花园,,12,6,大邑,734,0%,炎热的沙漠，广袤无垠，生命的顽强。
古佛庵,,12,6,蒲江,333,0%,冬季的林道，雪花飘飘，寒风凛冽。
血战湘江雕塑,,12,6,邛崃,762,0%,秋天的树林，五彩缤纷，如诗如画。
站成都市龙泉驿区,,12,6,成都,686,0%,秋天的森林，五彩缤纷，美不胜收。
高院村文化活动室,,12,6,成都,804,0%,夕阳西下，晚霞如火如荼地燃烧。
成都・偈云书房,,12,6,成都,645,0%,山间的云雾，缥缈间，仿佛仙境。
金马太极地,,12,5,成都,3,0%,位于温江县金马乡境内，距成都市区26公里，面积1500多亩，是一个新开发的平原田园式旅游区。拟建成一个融现代气派、民族风格和川西平原特色为一体的吃住行游购娱配套的具有旅游观光、度假、娱乐、健身等多功能的综合性景点。共分为五大功能区。军事…
四川钱币展厅,,12,5,大邑,760,0%,山谷中的秋色，层林尽染，色彩斑斓。
四川建川博物馆聚落-售票处,,12,5,大邑,493,0%,沙漠中的绿洲，生机勃勃，绿意盎然。
川藏公路起点红牌楼,,12,4,成都,812,0%,山谷中的秋色，层林尽染，色彩斑斓。
清真寺,,12,4,彭州,538,0%,沙漠的日落，天边一抹残阳，如火如血。
道医三界宫,,12,4,成都,793,0%,雨后的林间，空气清新，山色更翠。
清凤吟智慧堂,,12,4,成都,997,0%,海边的椰树，随风摇曳，风情万种。
龙门飞冰,,12,4,彭州,919,0%,山谷中的秋色，层林尽染，色彩斑斓。
英雄农场区,,12,4,成都,407,0%,秋高气爽的山间，风清气朗，心旷神怡。
金龟寺,,12,4,金堂,749,0%,炊烟袅袅，升起在清晨的乡村，带来家的味道。
大邑高山彩色植物博览园,,12,4,大邑,857,0%,高山的夜晚，繁星点点，宁静致远。
长江村党员活动室,,12,3,金堂,751,0%,春日的公园，花开如海，美不胜收。
高庙山,,12,3,成都,406,0%,沙漠的黄昏，大地与天空同色，壮观迷人。
崇镇寺,,12,3,崇州,751,0%,夜晚的露营地，篝火晚会，温馨而快乐。
成都马鞍山烈士纪念园,,12,2,成都,735,0%,山顶的云海，云蒸霞蔚，如在仙境。
九峰山风景名胜区-亭,,12,2,彭州,703,0%,雪后的公园，银装素裹，纯净美丽。
传博馆,,12,1,都江堰,555,0%,湖面的晨雾，轻轻飘浮，如梦如幻。
轩辕台,,12,1,成都,787,0%,霜降时分，晶莹的霜花装饰着窗户，美轮美奂。
彩叶溪谷,,12,1,成都,403,0%,滨海的摩天轮，高高在上，俯瞰海景。
促进祖国统一,,12,1,大邑,503,0%,雪后的公园，银装素裹，纯净美丽。
成都市青少年宫(锦城公园校区),,12,1,成都,934,0%,夜空中的月亮，皎洁明亮，如冰似玉。
海陆空,,12,1,成都,632,0%,湖面的夜色，月光倒映，静谧优美。
南桥,South Bridge,11,848,都江堰,5,1%,仿古廊桥，有精美的彩绘和木雕，夜景很漂亮，附近有美食街。
灌县古城,Ancient Town of Guan County,11,150,都江堰,5,0%,夜晚的灯塔，发出的光芒，引导着远航者。
云顶山,"Yunding Mountain Scenic Area, Jintang",11,91,金堂,49,0%,不错的登山休闲之地，非常的清幽，山上还有千年古寺可以祈福。
桃花故里景区,Taohua Scenic Resort,11,79,成都,204,0%,山脉的清晨，云雾环绕，如仙境一般。
老成都民俗公园,The Old Chengdu Folk Park,11,70,成都,252,0%,夜幕下的城市，灯火辉煌，繁星似的街灯。
白塔湖景区,White Pagoda Lake,11,34,崇州,5,0%,草原上的野花开遍了每一个角落，如同大地的织锦。
彭州龙门山地震遗址公园,Pengzhou Longmen Mountain Earthquake Site Park,11,33,彭州,163,0%,山顶的日出，阳光洒满大地，希望的光芒。
圆明宫,Yuanming Palace,11,19,都江堰,41,0%,始建于明代万历年间的道观，观内供奉着圆明道母天尊。
宝塔寺,,11,15,彭州,562,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
乐享成长空间,,11,15,成都,979,0%,滨海的旅游小镇，悠闲的生活，海的味道。
别有洞天,,11,14,成都,706,0%,炊烟袅袅，升起在清晨的乡村，带来家的味道。
古径萧院,,11,14,崇州,865,0%,海上的日落，天际一片金红，壮丽的景象。
环卫工人休息室,,11,14,成都,563,0%,秋日的湖边，湖面波光粼粼，风景如画。
赵家镇三烈社区再生资源回收点,,11,14,金堂,349,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
草原飞鹰,,11,14,成都,582,0%,海边的日落，余晖洒满海面，金光闪闪。
碑廊,,11,14,成都,463,0%,雪中的松树，枝头挂满雪花，银白世界。
交子百业-亲水平台,,11,14,成都,591,0%,夏日的河边，垂柳依依，清凉宜人。
文殊阁,,11,14,成都,984,0%,草丛中的露水，晶莹剔透，清新自然。
宝胜葡萄基地观景t望台,,11,14,成都,361,0%,雪后的公园，银装素裹，纯净美丽。
羊子山古蜀祭坛遗址,,11,14,成都,477,0%,滑雪场的冬日，雪地里的速度与激情，寒冷中的热情。
古坛寺,,11,14,成都,453,0%,炎热的沙漠，广袤无垠，生命的顽强。
华西大健康产业功能区展示中心,,11,13,成都,667,0%,海边的帆船，随风而动，探索无限。
地球村・蓝莓谷,,11,13,蒲江,756,0%,露天音乐会，音乐与自然的融合，激动人心。
千亩海棠花园,,11,13,蒲江,692,0%,露天的茶座，品味茶香，享受宁静。
房车露营,,11,12,成都,725,0%,农田的秋天，丰收的季节，金黄色的田野。
2024年成都世界园,,11,12,成都,487,0%,冬季的林道，雪花飘飘，寒风凛冽。
华侨城安仁时光小镇,,11,12,大邑,317,0%,平原上的稻田，金黄一片，秋季的收获。
滴水岩,,11,12,成都,507,0%,晨雾缭绕，山间如同仙境一般。
通罨河衢,,11,12,成都,541,0%,秋风吹过，落叶满地，金黄一片。
诸葛庙,,11,12,成都,601,0%,雨后的山谷，清新脱俗，空气湿润。
四川行政财贸管理干部学院图书馆,,11,12,成都,836,0%,山脚的小村庄，宁静祥和，远离喧嚣。
滨河景点,,11,12,成都,639,0%,雪中的松树，枝头挂满雪花，银白世界。
红小胖雕塑,,11,12,成都,330,0%,河流的倒影，如同绘画，美不胜收。
延福寺,,11,12,邛崃,913,0%,雨季的绿色，生机勃勃，绿色覆盖大地。
创新水族馆(大源西街店),,11,11,成都,762,0%,花园中的蝴蝶，翩翩起舞，色彩斑斓。
屿沣游泳主题水乐园(锦官新城店),,11,11,成都,598,0%,湖面的夜色，月光倒映，静谧优美。
六八零营地,,11,11,都江堰,783,0%,秋天的公园，银杏叶黄，铺满一地黄金。
江安湖RiverLakeArea,,11,11,成都,962,0%,晨光中的湖畔，湖面波光粼粼，宁静致远。
雪山山门,,11,10,成都,67,0%,晨曦的山峦，阳光洒满山间，光影交错。
穿林林,,11,10,成都,449,0%,高山的夜晚，繁星点点，宁静致远。
成发文体中心,,11,10,成都,493,0%,远处的山峦，层叠起伏，宛如水墨画。
星羽滑翔伞航空文旅综合营地,,11,10,成都,960,0%,高峰的岩石，经历风雨的洗礼，坚硬如铁。
中式风车,,11,10,成都,662,0%,高山上的松鼠，活泼可爱，自由自在。
亚蓉欧国家馆4号馆,,11,10,成都,381,0%,沙滩上的日落，大海和夕阳同辉，景色迷人。
琳琅景观,,11,10,成都,621,0%,山中的泉水，清甜可口，自然的恩赐。
观山亭,,11,10,都江堰,620,0%,沙滩上的脚印，记录着旅人的足迹，故事连连。
成都市青白江区文化馆,,11,10,成都,666,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
稻花乡生态田园,,11,10,成都,881,0%,日出东海，晚归山色，美不胜收。
梦之源,,11,10,成都,472,0%,海浪拍岸，发出阵阵响声，激荡人心。
都统岩露营地,,11,9,崇州,527,0%,夏日的河边，垂柳依依，清凉宜人。
o园精舍,,11,9,成都,402,0%,冬日的雪景，白雪皑皑，银装素裹。
青城醉翁亭,,11,9,都江堰,722,0%,夜晚的海滩，海浪拍打，潮声阵阵。
铁牛村未来乡村公园社区,,11,9,蒲江,670,0%,湖边的清晨，水雾弥漫，如梦如幻。
知书Library,,11,9,大邑,673,0%,夏日的河边，垂柳依依，清凉宜人。
回望万象,,11,9,成都,813,0%,冬季的林道，雪花飘飘，寒风凛冽。
星光游乐园,,11,9,成都,848,0%,公园的秋日，落叶纷飞，金黄一片。
侏罗纪公园,,11,9,成都,682,0%,晨曦的山峦，阳光洒满山间，光影交错。
青铜器馆,,11,8,成都,325,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
法鼎,,11,8,成都,725,0%,秋天的森林，五彩缤纷，美不胜收。
来亭,,11,8,成都,807,0%,夏日的河边，垂柳依依，清凉宜人。
陈子昂雕塑,,11,8,成都,567,0%,花海中漫步，色彩斑斓，如置身梦境。
藏经阁,,11,8,成都,721,0%,秋日的果园，硕果累累，香气四溢。
大河村妇女儿童之家,,11,8,成都,877,0%,河畔的夜晚，月光下的河流，静谧而美丽。
竹江亭,,11,8,都江堰,350,0%,雨后的林间，空气清新，山色更翠。
社区音乐博物馆,,11,8,成都,788,0%,秋天的田野，稻谷泛黄，金色的波浪。
白鹤山西塔,,11,8,邛崃,939,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
柏合街道综合文化服务中心,,11,7,成都,827,0%,河流旁的芦苇，随风摇曳，生态丰富。
都江堰景区管理局驻成都办事处,,11,7,成都,418,0%,雨中的城市，街道湿润，清新的空气。
金融抗战馆,,11,7,大邑,893,0%,夕阳下的河畔，金色的光线，如诗如画。
永乐寺,,11,7,邛崃,678,0%,海边的晨光，海浪轻拍，阳光金灿。
瑞霭兰门,,11,7,大邑,679,0%,春天的田野，绿草如茵，花开满野。
燕子岩,,11,7,都江堰,721,0%,雨后的彩虹，桥接天地，彩色的希望。
杞人忧天雕塑,,11,7,邛崃,744,0%,山脚的小村庄，宁静祥和，远离喧嚣。
西南石油大学-校史馆,,11,6,成都,868,0%,沙漠中的绿洲，生机勃勃，绿意盎然。
蜀琴桥,,11,6,成都,625,0%,古镇的石桥，见证了千年的流转，依旧坚固。
堂音观,,11,6,成都,542,0%,农村的晨曦，炊烟袅袅，生活的味道。
黄家坟山,,11,6,金堂,949,0%,雨后的彩虹，桥接天地，彩色的希望。
刘氏西珍公祠,,11,6,成都,501,0%,秋高气爽的山间，风清气朗，心旷神怡。
青云阁,,11,6,都江堰,379,0%,公园的秋日，落叶纷飞，金黄一片。
七彩多肉植物园,,11,6,大邑,420,0%,炊烟袅袅，升起在清晨的乡村，带来家的味道。
智能穿戴科技馆(武侯区长寿路店),,11,5,成都,557,0%,湖泊的早晨，轻雾缭绕，宁静致远。
孔雀园,,11,5,成都,420,0%,雨后的山林，空气清新，山色更加青翠。
支前模范雕塑,,11,5,大邑,611,0%,雨后的彩虹，桥接天地，彩色的希望。
吉林春堂图书馆,,11,5,成都,370,0%,秋季的公园，五彩斑斓的落叶，铺满小径。
星际空间科学馆,,11,4,成都,363,0%,沙漠的黄昏，大地与天空同色，壮观迷人。
刘文辉旧居陈列馆-放映厅,,11,4,大邑,854,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
黑帐篷・轻奢营地,,11,4,成都,714,0%,潺潺的溪流，穿过森林，流向远方的海洋。
熊山-藏马熊,,11,4,成都,371,0%,河流在城市中穿行，像一条闪亮的丝带。
童心园儿童游乐园,,11,4,成都,786,0%,雨中的街道，雨滴跳跃，清新洗净。
锦绣台,,11,4,成都,675,0%,高原的天空，蓝得深邃，云彩飘渺。
熊猫巴士景区直通车(王府井店),,11,3,成都,639,0%,瀑布飞流直下，水雾飘渺，景色壮观。
九龙泉,,11,3,彭州,800,0%,露天的茶座，品味茶香，享受宁静。
鳖灵拓峡,,11,3,金堂,799,0%,山脚的小村庄，宁静祥和，远离喧嚣。
布衣小院,,11,3,崇州,564,0%,雪后的公园，银装素裹，纯净美丽。
川派盆景小镇,,11,3,成都,916,0%,山谷中的秋色，层林尽染，色彩斑斓。
城隍庙,,11,3,崇州,647,0%,河流旁的芦苇，随风摇曳，生态丰富。
东安街道老书房,,11,3,成都,344,0%,春天的田野，绿草如茵，花开满野。
和淦城市中心公园,,11,2,成都,871,0%,小桥流水，人家更显得安详宁静。
坤达陶琉大观园,,11,2,成都,544,0%,雨后的彩虹，桥接天地，彩色的希望。
白鹭洲湿地,,11,2,成都,545,0%,星光灿烂，银河横跨夜空，闪烁着光芒。
高原河谷,,11,2,都江堰,934,0%,露天的茶座，品味茶香，享受宁静。
佛肚崖,,11,2,邛崃,934,0%,夏日的草地，绿草茵茵，蝴蝶飞舞。
雅悦书阁,,11,2,成都,754,0%,青山绿水，碧波荡漾，如画一般。
&quot;学习强国&quot;主题街区,,11,1,成都,855,0%,湖泊的早晨，轻雾缭绕，宁静致远。
静庐,,11,1,成都,808,0%,秋天的森林，五彩缤纷，美不胜收。
杀人霸产雕塑,,11,1,大邑,870,0%,热带雨林的深处，充满神秘，生命力旺盛。
湿地千年乌木,,11,1,成都,706,0%,海岛上的椰影，摇曳生姿，风情万种。
萤火虫山谷,,11,1,邛崃,760,0%,海上的日落，天际一片金红，壮丽的景象。
